Commission,Category,Geography,Date,Evaluation,Resignations,CumeResignations,Population
No,Human Resou,North America,10/31/12,A,12,191,60
No,Human Resou,North America,11/30/12,A,12,203,64
No,Human Resou,North America,12/31/12,A,8,211,62
No,Human Resou,North America,01/31/13,A,4,4,51
No,Human Resou,North America,02/28/13,A,5,9,62
No,Human Resou,North America,03/31/13,A,5,14,55
No,Human Resou,North America,04/30/13,A,9,23,69
No,Human Resou,North America,05/31/13,A,8,31,62
No,Human Resou,North America,06/30/13,A,10,41,64
No,Human Resou,North America,07/31/13,A,13,54,71
No,Human Resou,North America,08/31/13,A,10,64,74
No,Human Resou,North America,09/30/13,A,10,74,74
No,Human Resou,North America,10/31/13,A,8,82,69
No,Human Resou,North America,11/30/13,A,3,85,25
No,Human Resou,North America,12/31/13,A,2,87,28
No,Human Resou,South America,01/31/10,A,1,1,7
No,Human Resou,South America,02/28/10,A,1,2,5
No,Human Resou,South America,03/31/10,A,1,3,2
No,Human Resou,South America,04/30/10,A,3,6,14
No,Human Resou,South America,05/31/10,A,3,9,14
No,Human Resou,South America,06/30/10,A,3,12,14
No,Human Resou,South America,07/31/10,A,11,23,51
No,Human Resou,South America,08/31/10,A,9,32,51
No,Human Resou,South America,09/30/10,A,8,40,48
No,Human Resou,South America,10/31/10,A,7,47,51
No,Human Resou,South America,11/30/10,A,7,54,51
No,Human Resou,South America,12/31/10,A,5,59,51
No,Human Resou,South America,01/31/11,A,4,4,48
No,Human Resou,South America,02/28/11,A,5,9,48
No,Human Resou,South America,03/31/11,A,6,15,48
No,Human Resou,South America,04/30/11,A,1,16,2
No,Human Resou,South America,05/31/11,A,1,17,2
No,Human Resou,South America,06/30/11,A,1,18,2
No,Human Resou,South America,07/31/11,A,1,19,2
No,Human Resou,South America,08/31/11,A,1,20,2
No,Human Resou,South America,09/30/11,A,1,21,2
No,Human Resou,South America,10/31/11,A,1,22,2
No,Human Resou,South America,11/30/11,A,1,23,2
No,Human Resou,South America,12/31/11,A,1,24,2
No,Human Resou,South America,01/31/12,A,1,1,2
No,Human Resou,South America,02/28/12,A,1,2,2
No,Human Resou,South America,03/31/12,A,1,3,5
No,Human Resou,South America,04/30/12,A,2,5,5
No,Human Resou,South America,05/31/12,A,1,6,5
No,Human Resou,South America,06/30/12,A,2,8,5
No,Human Resou,South America,07/31/12,A,1,9,2
No,Human Resou,South America,08/31/12,A,2,11,5
No,Human Resou,South America,09/30/12,A,2,13,5
No,Human Resou,South America,10/31/12,A,1,14,5
No,Human Resou,South America,11/30/12,A,1,15,5
No,Human Resou,South America,12/31/12,A,1,16,5
No,Human Resou,South America,01/31/13,A,1,1,9
No,Human Resou,South America,02/28/13,A,1,2,9
No,Human Resou,South America,03/31/13,A,1,3,9
No,Human Resou,South America,04/30/13,A,1,4,7
No,Human Resou,South America,05/31/13,A,1,5,7
No,Human Resou,South America,06/30/13,A,2,7,7
No,Human Resou,South America,07/31/13,A,2,9,7
No,Human Resou,South America,08/31/13,A,1,10,7
No,Human Resou,South America,09/30/13,A,1,11,7
No,Human Resou,South America,10/31/13,A,1,12,7
No,Human Resou,South America,11/30/13,A,1,13,7
No,Human Resou,South America,12/31/13,A,1,14,7
No,Human Resou,Asia,01/31/10,A,11,11,124
No,Human Resou,Asia,02/28/10,A,29,40,283
No,Human Resou,Asia,03/31/10,A,37,77,322
No,Human Resou,Asia,04/30/10,A,53,130,329
No,Human Resou,Asia,05/31/10,A,50,180,331
No,Human Resou,Asia,06/30/10,A,63,243,340
No,Human Resou,Asia,07/31/10,A,68,311,324
No,Human Resou,Asia,08/31/10,A,64,375,398
No,Human Resou,Asia,09/30/10,A,64,439,396
No,Human Resou,Asia,10/31/10,A,52,491,380
No,Human Resou,Asia,11/30/10,A,45,536,359
No,Human Resou,Asia,12/31/10,A,30,566,334
No,Human Resou,Asia,01/31/11,A,14,14,161
No,Human Resou,Asia,02/28/11,A,13,27,129
No,Human Resou,Asia,03/31/11,A,14,41,129
No,Human Resou,Asia,04/30/11,A,21,62,136
No,Human Resou,Asia,05/31/11,A,19,81,133
No,Human Resou,Asia,06/30/11,A,24,105,133
No,Human Resou,Asia,07/31/11,A,28,133,140
No,Human Resou,Asia,08/31/11,A,23,156,150
No,Human Resou,Asia,09/30/11,A,23,179,150
No,Human Resou,Asia,10/31/11,A,19,198,147
No,Human Resou,Asia,11/30/11,A,18,216,147
No,Human Resou,Asia,12/31/11,A,13,229,147
No,Human Resou,Asia,01/31/12,A,19,19,147
No,Human Resou,Asia,02/28/12,A,22,41,154
No,Human Resou,Asia,03/31/12,A,22,63,136
No,Human Resou,Asia,04/30/12,A,7,70,28
No,Human Resou,Asia,05/31/12,A,6,76,28
No,Human Resou,Asia,06/30/12,A,7,83,28
No,Human Resou,Asia,07/31/12,A,20,103,69
No,Human Resou,Asia,08/31/12,A,14,117,60
No,Human Resou,Asia,09/30/12,A,13,130,55
No,Human Resou,Asia,10/31/12,A,11,141,55
No,Human Resou,Asia,11/30/12,A,10,151,55
No,Human Resou,Asia,12/31/12,A,7,158,55
No,Human Resou,Asia,01/31/13,A,3,3,32
No,Human Resou,Asia,02/28/13,A,3,6,28
No,Human Resou,Asia,03/31/13,A,3,9,25
No,Human Resou,Asia,04/30/13,A,4,13,28
No,Human Resou,Asia,05/31/13,A,4,17,25
No,Human Resou,Asia,06/30/13,A,5,22,28
No,Human Resou,Asia,07/31/13,A,5,27,25
No,Human Resou,Asia,08/31/13,A,4,31,25
No,Human Resou,Asia,09/30/13,A,4,35,28
No,Human Resou,Asia,10/31/13,A,4,39,28
No,Human Resou,Asia,11/30/13,A,3,42,25
No,Human Resou,Asia,12/31/13,A,2,44,25
No,Human Resou,Europe,01/31/10,A,2,2,12
No,Human Resou,Europe,02/28/10,A,2,4,12
No,Human Resou,Europe,03/31/10,A,2,6,12
No,Human Resou,Europe,04/30/10,A,5,11,25
No,Human Resou,Europe,05/31/10,A,5,16,32
No,Human Resou,Europe,06/30/10,A,6,22,32
No,Human Resou,Europe,07/31/10,A,7,29,32
No,Human Resou,Europe,08/31/10,A,5,34,30
No,Human Resou,Europe,09/30/10,A,5,39,28
No,Human Resou,Europe,10/31/10,A,5,44,30
No,Human Resou,Europe,11/30/10,A,4,48,30
No,Human Resou,Europe,12/31/10,A,3,51,30
No,Human Resou,Europe,01/31/11,A,3,3,35
No,Human Resou,Europe,02/28/11,A,3,6,23
No,Human Resou,Europe,03/31/11,A,3,9,23
No,Human Resou,Europe,04/30/11,A,4,13,21
No,Human Resou,Europe,05/31/11,A,3,16,21
No,Human Resou,Europe,06/30/11,A,4,20,21
No,Human Resou,Europe,07/31/11,A,5,25,21
No,Human Resou,Europe,08/31/11,A,4,29,23
No,Human Resou,Europe,09/30/11,A,4,33,21
No,Human Resou,Europe,10/31/11,A,3,36,21
No,Human Resou,Europe,11/30/11,A,3,39,21
No,Human Resou,Europe,12/31/11,A,2,41,18
No,Human Resou,Europe,01/31/12,A,3,3,21
No,Human Resou,Europe,02/28/12,A,3,6,16
No,Human Resou,Europe,03/31/12,A,4,10,21
No,Human Resou,Europe,04/30/12,A,5,15,21
No,Human Resou,Europe,05/31/12,A,5,20,21
No,Human Resou,Europe,06/30/12,A,6,26,21
No,Human Resou,Europe,07/31/12,A,4,30,12
No,Human Resou,Europe,08/31/12,A,2,32,7
No,Human Resou,Europe,09/30/12,A,2,34,7
No,Human Resou,Europe,10/31/12,A,2,36,7
No,Human Resou,Europe,11/30/12,A,2,38,9
No,Human Resou,Europe,12/31/12,A,2,40,9
No,Manufacturi,Africa,01/31/13,A,5,5,69
No,Manufacturi,Africa,02/28/13,A,5,10,60
No,Manufacturi,Africa,03/31/13,A,5,15,48
No,Manufacturi,Africa,04/30/13,A,6,21,46
No,Manufacturi,Africa,05/31/13,A,7,28,51
No,Manufacturi,Africa,06/30/13,A,7,35,46
No,Manufacturi,Africa,07/31/13,A,8,43,41
No,Manufacturi,Africa,08/31/13,A,6,49,39
No,Manufacturi,Africa,09/30/13,A,6,55,39
No,Manufacturi,Africa,10/31/13,A,5,60,39
No,Manufacturi,Africa,11/30/13,A,4,64,39
No,Manufacturi,Africa,12/31/13,A,3,67,39
No,Manufacturi,North America,01/31/10,A,8,8,85
No,Manufacturi,North America,02/28/10,A,10,18,97
No,Manufacturi,North America,03/31/10,A,11,29,97
No,Manufacturi,North America,04/30/10,A,15,44,92
No,Manufacturi,North America,05/31/10,A,13,57,87
No,Manufacturi,North America,06/30/10,A,16,73,85
No,Manufacturi,North America,07/31/10,A,18,91,85
No,Manufacturi,North America,08/31/10,A,14,105,87
No,Manufacturi,North America,09/30/10,A,16,121,94
No,Manufacturi,North America,10/31/10,A,14,135,101
No,Manufacturi,North America,11/30/10,A,12,147,94
No,Manufacturi,North America,12/31/10,A,10,157,110
No,Manufacturi,North America,01/31/11,A,5,5,60
No,Manufacturi,North America,02/28/11,A,6,11,55
No,Manufacturi,North America,03/31/11,A,7,18,58
No,Manufacturi,North America,04/30/11,A,8,26,53
No,Manufacturi,North America,05/31/11,A,8,34,55
No,Manufacturi,North America,06/30/11,A,12,46,67
No,Manufacturi,North America,07/31/11,A,13,59,62
No,Manufacturi,North America,08/31/11,A,11,70,69
No,Manufacturi,North America,09/30/11,A,11,81,67
No,Manufacturi,North America,10/31/11,A,9,90,67
No,Manufacturi,North America,11/30/11,A,8,98,67
No,Manufacturi,North America,12/31/11,A,6,104,64
No,Manufacturi,North America,01/31/12,A,9,9,71
No,Manufacturi,North America,02/28/12,A,9,18,64
No,Manufacturi,North America,03/31/12,A,12,30,74
No,Manufacturi,North America,04/30/12,A,11,41,46
No,Manufacturi,North America,05/31/12,A,9,50,44
No,Manufacturi,North America,06/30/12,A,10,60,39
No,Manufacturi,North America,07/31/12,A,8,68,28
No,Manufacturi,North America,08/31/12,A,6,74,25
No,Manufacturi,North America,09/30/12,A,6,80,25
No,Manufacturi,North America,10/31/12,A,5,85,25
No,Manufacturi,North America,11/30/12,A,5,90,25
No,Manufacturi,North America,12/31/12,A,3,93,21
No,Manufacturi,North America,01/31/13,A,1,1,12
No,Manufacturi,North America,02/28/13,A,1,2,12
No,Manufacturi,North America,03/31/13,A,1,3,9
No,Manufacturi,North America,04/30/13,A,2,5,9
No,Manufacturi,North America,05/31/13,A,1,6,7
No,Manufacturi,North America,06/30/13,A,1,7,5
No,Manufacturi,North America,07/31/13,A,1,8,2
No,Manufacturi,North America,08/31/13,A,1,9,7
No,Manufacturi,North America,09/30/13,A,1,10,2
No,Manufacturi,North America,10/31/13,A,1,11,2
No,Manufacturi,North America,11/30/13,A,1,12,5
No,Manufacturi,North America,12/31/13,A,1,13,5
No,Manufacturi,South America,01/31/10,A,30,30,331
No,Manufacturi,South America,02/28/10,A,37,67,366
No,Manufacturi,South America,03/31/10,A,41,108,366
No,Manufacturi,South America,04/30/10,A,59,167,366
No,Manufacturi,South America,05/31/10,A,55,222,366
No,Manufacturi,South America,06/30/10,A,67,289,361
No,Manufacturi,South America,07/31/10,A,68,357,324
No,Manufacturi,South America,08/31/10,A,52,409,324
No,Manufacturi,South America,09/30/10,A,52,461,322
No,Manufacturi,South America,10/31/10,A,45,506,324
No,Manufacturi,South America,11/30/10,A,41,547,324
No,Manufacturi,South America,12/31/10,A,29,576,322
No,Manufacturi,South America,01/31/11,A,28,28,331
No,Manufacturi,South America,02/28/11,A,30,58,313
No,Manufacturi,South America,03/31/11,A,33,91,311
No,Manufacturi,South America,04/30/11,A,47,138,311
No,Manufacturi,South America,05/31/11,A,43,181,301
No,Manufacturi,South America,06/30/11,A,53,234,301
No,Manufacturi,South America,07/31/11,A,62,296,315
No,Manufacturi,South America,08/31/11,A,48,344,313
No,Manufacturi,South America,09/30/11,A,47,391,308
No,Manufacturi,South America,10/31/11,A,39,430,301
No,Manufacturi,South America,11/30/11,A,36,466,301
No,Manufacturi,South America,12/31/11,A,25,491,297
No,Manufacturi,South America,01/31/12,A,38,38,304
No,Manufacturi,South America,02/28/12,A,42,80,299
No,Manufacturi,South America,03/31/12,A,46,126,292
No,Manufacturi,South America,04/30/12,A,1,127,2
No,Manufacturi,South America,05/31/12,A,1,128,2
No,Manufacturi,South America,06/30/12,A,1,129,2
No,Manufacturi,South America,07/31/12,A,1,130,2
No,Manufacturi,South America,08/31/12,A,1,131,2
No,Manufacturi,South America,09/30/12,A,1,132,2
No,Manufacturi,South America,10/31/12,A,1,133,2
No,Manufacturi,South America,11/30/12,A,1,134,2
No,Manufacturi,South America,12/31/12,A,1,135,2
No,Manufacturi,South America,01/31/13,A,1,1,5
No,Manufacturi,South America,02/28/13,A,1,2,5
No,Manufacturi,South America,03/31/13,A,1,3,2
No,Manufacturi,South America,04/30/13,A,1,4,2
No,Manufacturi,South America,05/31/13,A,1,5,2
No,Manufacturi,South America,06/30/13,A,1,6,2
No,Manufacturi,South America,07/31/13,A,1,7,2
No,Manufacturi,South America,08/31/13,A,1,8,2
No,Manufacturi,South America,09/30/13,A,1,9,2
No,Manufacturi,South America,10/31/13,A,1,10,2
No,Manufacturi,South America,11/30/13,A,1,11,2
No,Manufacturi,South America,12/31/13,A,1,12,2
No,Manufacturi,Asia,01/31/10,A,4,4,41
No,Manufacturi,Asia,02/28/10,A,5,9,46
No,Manufacturi,Asia,03/31/10,A,6,15,48
No,Manufacturi,Asia,04/30/10,A,9,24,51
No,Manufacturi,Asia,05/31/10,A,8,32,51
No,Manufacturi,Asia,06/30/10,A,10,42,53
No,Manufacturi,Asia,07/31/10,A,12,54,53
No,Manufacturi,Asia,08/31/10,A,4,58,23
No,Manufacturi,Asia,09/30/10,A,5,63,25
No,Manufacturi,Asia,10/31/10,A,4,67,25
No,Manufacturi,Asia,11/30/10,A,4,71,28
No,Manufacturi,Asia,12/31/10,A,3,74,25
No,Manufacturi,Asia,01/31/11,A,6,6,67
No,Manufacturi,Asia,02/28/11,A,6,12,58
No,Manufacturi,Asia,03/31/11,A,6,18,55
No,Manufacturi,Asia,04/30/11,A,15,33,97
No,Manufacturi,Asia,05/31/11,A,7,40,48
No,Manufacturi,Asia,06/30/11,A,9,49,48
No,Manufacturi,Asia,07/31/11,A,11,60,53
No,Manufacturi,Asia,08/31/11,A,10,70,64
No,Manufacturi,Asia,09/30/11,A,10,80,62
No,Manufacturi,Asia,10/31/11,A,8,88,58
No,Manufacturi,Asia,11/30/11,A,7,95,58
No,Manufacturi,Asia,12/31/11,A,5,100,58
No,Manufacturi,Asia,01/31/12,A,10,10,76
No,Manufacturi,Asia,02/28/12,A,11,21,78
No,Manufacturi,Asia,03/31/12,A,1,22,2
No,Manufacturi,Asia,04/30/12,A,1,23,2
No,Manufacturi,Asia,05/31/12,A,1,24,2
No,Manufacturi,Asia,06/30/12,A,1,25,2
No,Manufacturi,Asia,07/31/12,A,1,26,2
No,Manufacturi,Asia,08/31/12,A,1,27,2
No,Manufacturi,Asia,09/30/12,A,2,29,5
No,Manufacturi,Asia,10/31/12,A,1,30,2
No,Manufacturi,Asia,11/30/12,A,1,31,2
No,Manufacturi,Asia,12/31/12,A,1,32,2
No,Manufacturi,Asia,01/31/13,A,1,1,5
No,Manufacturi,Asia,02/28/13,A,1,2,5
No,Manufacturi,Asia,03/31/13,A,1,3,2
No,Manufacturi,Asia,04/30/13,A,1,4,2
No,Manufacturi,Asia,05/31/13,A,1,5,2
No,Manufacturi,Asia,06/30/13,A,1,6,2
No,Manufacturi,Asia,07/31/13,A,1,7,2
No,Manufacturi,Asia,08/31/13,A,1,8,2
No,Manufacturi,Asia,09/30/13,A,1,9,2
No,Manufacturi,Asia,10/31/13,A,1,10,2
No,Manufacturi,Asia,11/30/13,A,1,11,2
No,Manufacturi,Asia,12/31/13,A,1,12,2
No,Manufacturi,Europe,01/31/10,A,6,6,60
No,Manufacturi,Europe,02/28/10,A,7,13,69
No,Manufacturi,Europe,03/31/10,A,8,21,69
No,Manufacturi,Europe,04/30/10,A,12,33,71
No,Manufacturi,Europe,05/31/10,A,12,45,81
No,Manufacturi,Europe,06/30/10,A,17,62,87
No,Manufacturi,Europe,07/31/10,A,20,82,92
No,Manufacturi,Europe,08/31/10,A,16,98,94
No,Manufacturi,Europe,09/30/10,A,19,117,115
No,Manufacturi,Europe,10/31/10,A,16,133,115
No,Manufacturi,Europe,11/30/10,A,14,147,113
No,Manufacturi,Europe,12/31/10,A,10,157,113
No,Manufacturi,Europe,01/31/11,A,8,8,90
No,Manufacturi,Europe,02/28/11,A,9,17,92
No,Manufacturi,Europe,03/31/11,A,10,27,94
No,Manufacturi,Europe,04/30/11,A,14,41,92
No,Manufacturi,Europe,05/31/11,A,12,53,85
No,Manufacturi,Europe,06/30/11,A,17,70,97
No,Manufacturi,Europe,07/31/11,A,18,88,87
No,Manufacturi,Europe,08/31/11,A,14,102,87
No,Manufacturi,Europe,09/30/11,A,14,116,90
No,Manufacturi,Europe,10/31/11,A,12,128,92
No,Manufacturi,Europe,11/30/11,A,11,139,87
No,Manufacturi,Europe,12/31/11,A,7,146,83
No,Manufacturi,Europe,01/31/12,A,9,9,67
No,Manufacturi,Europe,02/28/12,A,9,18,58
No,Manufacturi,Europe,03/31/12,A,11,29,67
No,Manufacturi,Europe,04/30/12,A,12,41,51
No,Manufacturi,Europe,05/31/12,A,10,51,48
No,Manufacturi,Europe,06/30/12,A,13,64,48
No,Manufacturi,Europe,07/31/12,A,11,75,37
No,Manufacturi,Europe,08/31/12,A,9,84,37
No,Manufacturi,Europe,09/30/12,A,10,94,41
No,Manufacturi,Europe,10/31/12,A,8,102,39
No,Manufacturi,Europe,11/30/12,A,8,110,41
No,Manufacturi,Europe,12/31/12,A,5,115,39
No,Marketing,Africa,01/31/13,A,1,1,12
No,Marketing,Africa,02/28/13,A,1,2,9
No,Marketing,Africa,03/31/13,A,1,3,9
No,Marketing,Africa,04/30/13,A,1,4,7
No,Marketing,Africa,05/31/13,A,1,5,5
No,Marketing,Africa,06/30/13,A,1,6,5
No,Marketing,Africa,07/31/13,A,2,8,7
No,Marketing,Africa,08/31/13,A,1,9,5
No,Marketing,Africa,09/30/13,A,1,10,2
No,Marketing,Africa,10/31/13,A,1,11,2
No,Marketing,Africa,11/30/13,A,1,12,2
No,Marketing,Africa,12/31/13,A,1,13,2
No,Marketing,North America,01/31/10,A,13,13,140
No,Marketing,North America,02/28/10,A,14,27,133
No,Marketing,North America,03/31/10,A,14,41,120
No,Marketing,North America,04/30/10,A,18,59,110
No,Marketing,North America,05/31/10,A,19,78,127
No,Marketing,North America,06/30/10,A,23,101,122
No,Marketing,North America,07/31/10,A,23,124,110
No,Marketing,North America,08/31/10,A,17,141,104
No,Marketing,North America,09/30/10,A,17,158,106
No,Marketing,North America,10/31/10,A,15,173,108
No,Marketing,North America,11/30/10,A,13,186,101
No,Marketing,North America,12/31/10,A,9,195,101
No,Marketing,North America,01/31/11,A,4,4,46
No,Marketing,North America,02/28/11,A,4,8,39
No,Marketing,North America,03/31/11,A,6,14,48
No,Marketing,North America,04/30/11,A,8,22,53
No,Marketing,North America,05/31/11,A,6,28,39
No,Marketing,North America,06/30/11,A,5,33,28
No,Marketing,North America,07/31/11,A,5,38,23
No,Marketing,North America,08/31/11,A,4,42,23
No,Marketing,North America,09/30/11,A,4,46,23
No,Marketing,North America,10/31/11,A,4,50,25
No,Marketing,North America,11/30/11,A,3,53,25
No,Marketing,North America,12/31/11,A,4,57,37
No,Marketing,North America,01/31/12,A,5,5,39
No,Marketing,North America,02/28/12,A,6,11,41
No,Marketing,North America,03/31/12,A,7,18,41
No,Marketing,North America,04/30/12,A,10,28,41
No,Marketing,North America,05/31/12,A,9,37,41
No,Marketing,North America,06/30/12,A,10,47,37
No,Marketing,North America,07/31/12,A,11,58,37
No,Marketing,North America,08/31/12,A,9,67,39
No,Marketing,North America,09/30/12,A,8,75,35
No,Marketing,North America,10/31/12,A,6,81,28
No,Marketing,North America,11/30/12,A,5,86,28
No,Marketing,North America,12/31/12,A,4,90,25
No,Marketing,North America,01/31/13,A,2,2,18
No,Marketing,North America,02/28/13,A,2,4,18
No,Marketing,North America,03/31/13,A,2,6,16
No,Marketing,North America,04/30/13,A,2,8,9
No,Marketing,North America,05/31/13,A,2,10,9
No,Marketing,North America,06/30/13,A,2,12,7
No,Marketing,North America,07/31/13,A,1,13,5
No,Marketing,North America,08/31/13,A,1,14,5
No,Marketing,North America,09/30/13,A,1,15,5
No,Marketing,North America,10/31/13,A,1,16,5
No,Marketing,North America,11/30/13,A,1,17,5
No,Marketing,North America,12/31/13,A,1,18,5
No,Marketing,South America,01/31/10,A,11,11,124
No,Marketing,South America,02/28/10,A,12,23,115
No,Marketing,South America,03/31/10,A,13,36,113
No,Marketing,South America,04/30/10,A,19,55,113
No,Marketing,South America,05/31/10,A,16,71,108
No,Marketing,South America,06/30/10,A,20,91,108
No,Marketing,South America,07/31/10,A,21,112,99
No,Marketing,South America,08/31/10,A,16,128,99
No,Marketing,South America,09/30/10,A,16,144,99
No,Marketing,South America,10/31/10,A,14,158,99
No,Marketing,South America,11/30/10,A,12,170,97
No,Marketing,South America,12/31/10,A,9,179,97
No,Marketing,South America,01/31/11,A,5,5,55
No,Marketing,South America,02/28/11,A,6,11,55
No,Marketing,South America,03/31/11,A,6,17,55
No,Marketing,South America,04/30/11,A,9,26,58
No,Marketing,South America,05/31/11,A,8,34,53
No,Marketing,South America,06/30/11,A,10,44,53
No,Marketing,South America,07/31/11,A,10,54,48
No,Marketing,South America,08/31/11,A,8,62,48
No,Marketing,South America,09/30/11,A,8,70,48
No,Marketing,South America,10/31/11,A,6,76,46
